"","p_created_time","p_message","p_id","p_from_id","p_from_name","c_created_time","c_message","c_id","c_from_id","c_from_name"
"283","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-07-14T12:25:34+0000","Really. That's the best they can do","2304258952987322_2363415760404974",NA,NA
"284","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-07-13T12:34:46+0000","All need come up with a better name","2304258952987322_2361710873908796",NA,NA
"285","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-13T17:43:32+0000","No thanks.  You’ve helped make the decision for me.  Move my account that I’ve had since 1997 to another bank.  Clueless should have been the new name. 

I have 20 yrs of banking experience - First Virginia Banks which became BB&T in 2003 when Chairman Fitzpatrick decided he wanted $10M in his pocket to retire while hundreds got laid off.

I know how the Crestar systems merger went with SunTrust.  Fiasco.  There’s a another new bank name option.  

These two banks will again be laying off hundreds of redundant employees while the board members pocket money.","2304258952987322_2305760156170535",NA,NA
"286","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-17T04:19:03+0000","Very stupid name.","2304258952987322_2314054028674481",NA,NA
"287","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-14T18:42:39+0000","What a retarded name","2304258952987322_2308647962548421",NA,NA
"288","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-07-08T08:33:51+0000","Can someone enlight me more about this BB&T","2304258952987322_2352636178149599",NA,NA
"289","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-12T22:09:28+0000","???","2304258952987322_2304315949648289",NA,NA
"290","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-12T21:50:14+0000","<f0><U+009F><U+0091><U+008E>","2304258952987322_2304290499650834",NA,NA
"291","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-13T14:03:45+0000","BB&T will take money out of your account and give it to someone and say you shouldn’t have had them on the old account! They are never wrong!","2304258952987322_2305422732870944",NA,NA
"292","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-17T14:27:27+0000","Denise Marie Wilson","2304258952987322_2314911431922074",NA,NA
"293","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-12T22:37:39+0000","Charlsie Martin Johnston","2304258952987322_2304348572978360",NA,NA
"294","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-13T02:23:41+0000","Joanna Garner Summerlin<f0><U+009F><U+0098><U+0082>","2304258952987322_2304608132952404",NA,NA
"295","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-12T22:53:57+0000","Christine Duvall Kleinhenz","2304258952987322_2304367369643147",NA,NA
"296","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-12T21:44:28+0000","What?","2304258952987322_2304283246318226",NA,NA
"297","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-12T21:40:50+0000","Why","2304258952987322_2304278742985343",NA,NA
"298","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-12T21:33:58+0000","Yuk!","2304258952987322_2304270652986152",NA,NA
"299","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-12T22:02:29+0000","Dominique Johnson","2304258952987322_2304306716315879",NA,NA
"300","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-12T22:04:15+0000","Yikes.","2304258952987322_2304309656315585",NA,NA
"301","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-14T05:18:05+0000","Inge Tusing Linda Collins","2304258952987322_2307115522701665",NA,NA
"302","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-13T21:15:38+0000","Oh no!!!","2304258952987322_2306214429458441",NA,NA
"303","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-12T22:44:26+0000","Haley Hickey","2304258952987322_2304356212977596",NA,NA
"304","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-12T22:14:29+0000","Aaron Miller","2304258952987322_2304321659647718",NA,NA
"305","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-15T12:14:31+0000","Awful name.","2304258952987322_2310188149061069",NA,NA
"306","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-15T14:10:53+0000","L A M E","2304258952987322_2310417302371487",NA,NA
"307","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-12T22:44:26+0000","Matt Voreh","2304258952987322_2304356196310931",NA,NA
"308","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-13T14:08:31+0000","Edwin Edwin","2304258952987322_2305430752870142",NA,NA
"309","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-13T01:57:05+0000","Kristen Blackburn","2304258952987322_2304579302955287",NA,NA
"310","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-13T00:33:09+0000","Sheree Lips","2304258952987322_2304479182965299",NA,NA
"311","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-12T23:31:12+0000","Elisha Craig","2304258952987322_2304409276305623",NA,NA
"312","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-19T14:24:08+0000","Meh..","2304258952987322_2318882168191667",NA,NA
"313","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-14T14:51:04+0000","Trist?","2304258952987322_2308143495932201",NA,NA
"314","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-12T23:32:12+0000","Teresa A Johnson read these comments <f0><U+009F><U+0098><U+0082>","2304258952987322_2304410376305513",NA,NA
"315","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-13T00:43:44+0000","Alishia Glendenning Not Trusit","2304258952987322_2304491766297374",NA,NA
"316","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-13T13:14:00+0000","Wow!  Two old men fist pumping over the DUMBEST name EVER for any business. What kind of crack were y’all smoking and who did y’all overpay to come up with this stupid name?  Now we have to come up with a nickname for Suntrust park, because NO ONE will say, “headed down to Truist Park”..... DUMB!  People should be fired over this nonsense.","2304258952987322_2305341952879022",NA,NA
"317","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-12T23:13:45+0000","Why not boatymcboatface? I like that one better... Dumb choice BB&T.","2304258952987322_2304389316307619",NA,NA
"318","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-12T21:58:45+0000","Dumb name:  Tourist","2304258952987322_2304301342983083",NA,NA
"319","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-18T13:27:41+0000","What s herd of cowering, fawning lickspittle praise by presumed employees  sucking up for their jobs. The new name sucks. Add a letter...Tourist! Subtract=strut. Keep subtracting...tits.","2304258952987322_2316878755058675",NA,NA
"320","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-13T02:49:46+0000","Stupid!","2304258952987322_2304635096283041",NA,NA
"321","2019-06-12T21:23:46+0000","True to the legacy of BB&T and SunTrust, Truist will reflect what we stand for – a shared belief in building a better future for our clients and communities. #Truist http://bit.ly/MOEcreatesTruist","160995133980392_2304258952987322","160995133980392","BB&T","2019-06-13T16:26:24+0000","TYPICAL...OLD WHITE GUYS making STUPID decisions.","2304258952987322_2305643206182230",NA,NA
"322","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-13T03:02:49+0000","What an awful name. As a long time customer I’m very disappointed.","2304203582992859_2304651099614774",NA,NA
"323","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-13T17:23:06+0000","Does the name really matter? Some people worry about the most insignificant things. <f0><U+009F><U+0099><U+0084> If you are a long time customer and you have had no problem with service and you are now seriously going to change banks because of a name change, your life must be quite boring and sad. I just hope that when they merge they will move the tellers from the Suntrust building in Homestead Fla. across the street to the BBT building or vice versa. The Homestead branch has to be the worst BB&T location I have ever used.","2304203582992859_2305729099506974",NA,NA
"324","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-13T00:26:36+0000","You really should have run this  name past your customers as 6 out of 10 say that this name sucks.  After 30 years, I am looking for a new bank!","2304203582992859_2304471609632723",NA,NA
"325","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-15T02:41:47+0000","This video does not change my mind. Surely you could have selected a better name.","2304203582992859_2309414192471798",NA,NA
"326","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-13T13:49:14+0000","To all those fussing about the name and saying they’ll be leaving. Don’t you think a better idea is to wait and see how good their service is, after all “ a rose by any other name is still a rose”.","2304203582992859_2305400506206500",NA,NA
"327","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-14T22:55:06+0000","If I have to change account numbers, credit card numbers or pay for new checks, I absolutely will close my account. I hate having to do this, as I've been with BB&T for more than 20 years. There are just too many other financial institutions asking for my business. And the new name is not a good choice at all. Truist. Trulicity. Truvia. Trulia. I'm guessing you paid many people for their time to come up with this name. While you might have been going for the true definition, it just doesn't get it. I'm presuming you did focus groups and studies before all this? You obviously weren't talking to your customers. I am so disappointed.","2304203582992859_2309076022505615",NA,NA
"328","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-12T22:25:12+0000","Will BB&T customers will have to go to the bank after the merger and change everything over and reopen new accounts? That will be a headache and who has time to do that? Or will everything roll over and work itself out. What if you have 4 separate account with you guys so would people have to reopen all accounts? Will we get a notification when to do everything?","2304203582992859_2304333589646525",NA,NA
"329","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-12T22:54:55+0000","The BB&T name has been around for over a 100 years, and this is the best name you can pick? How about leave it alone. Especially a name recognition that’s been around over a century.","2304203582992859_2304368579643026",NA,NA
"330","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-12T22:33:26+0000","Sounds like a great way to lose investors and depositors.","2304203582992859_2304341806312370",NA,NA
"331","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-14T12:12:00+0000","The Truist name gives no indication of what business you’re in. It’s going to take a lot of time and money to let people know it’s banking and financial services. The current names do just that.","2304203582992859_2307780915968459",NA,NA
"332","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-12T22:04:13+0000","This is my 3rd bank merger. Really getting tired of this. I will have to get new checks all over again for personal and business.","2304203582992859_2304309582982259",NA,NA
"333","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-12T21:05:37+0000","Could have done better.  You own the trademark for Premier Bancshares from your early-2000s Atlanta-area merger, would have been a way better choice.","2304203582992859_2304237226322828",NA,NA
"334","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-13T00:58:08+0000","Am sorry but your branding/new name  is not inviting. Should go back to the drawing board. Have only been customers for two years so no allegiance to you like all the other people who are telling you that you messed up on this","2304203582992859_2304507682962449",NA,NA
"335","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-12T22:34:19+0000","Ridiculous name.  Doubt there was any real market research that went into that name. Now I’ll have to redo all my bill pays, order more checks (again!!!) and try to memorize more long account numbers. Might as well switch banks now.","2304203582992859_2304342762978941",NA,NA
"336","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-16T12:22:04+0000","I remember when Bank Atlantic changed to BBT. My automatic deduction still accepted the old account number for awhile this would be better

Make sure you update your direct deposit into because even though it may still process your bank may charge a service fee to transfer it over

This is all speculation on my part the old numbers may not even work

BBT just a suggestion you may ease the transition by not charging for new checks that's just salt in the wound","2304203582992859_2312393275507223",NA,NA
"337","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-13T11:04:51+0000","When more work went into making a video to explain why you chose the name ""Truist"" than actually choosing the name ""Truist""...

Odder still is that you paid a marketing/research firm to come up with such a name (that is a real word, just unfamiliar to most) and then had to pay them again to produce a video to explain why the name was chosen.

Even odder, is that this video was already made, in apparent anticipation, that BB&T and SunTrust customers would not like the name and/or not readily associate its meaning to one great bank...and SunTrust.

Word association in marketing only works if your target audience already associates said word.  

Now why did I just order 500 new BB&T checks....lol!!","2304203582992859_2305161066230444",NA,NA
"338","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-14T11:43:07+0000","So we will
Need to order new checks and everything?","2304203582992859_2307723839307500",NA,NA
"339","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-12T21:10:07+0000","Really stupid name.  Having worked for banks for most of my work life I have learned that you need not have common sense to be in a position of authority. Loss of name recognition for a name that is meaningless.  Must have been dreamed up by the same people that name new prescription drugs.","2304203582992859_2304242499655634",NA,NA
"340","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-18T02:12:29+0000","More like created from seeing truliant credit union<f0><U+009F><U+0098><U+0082><f0><U+009F><U+00A4><U+00A6><f0><U+009F><U+008F><U+00BB><U+200D><U+2640><U+FE0F> what a terrible name.","2304203582992859_2316034321809785",NA,NA
"341","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-15T18:47:19+0000","Why not call it BB&T+ST not as bad as TRUIST I think we need a new CEO do they really get paid for this.","2304203582992859_2310903448989539",NA,NA
"342","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-13T18:02:46+0000","This video was made in anticipation of customers hating the name.  
You succeeded","2304203582992859_2305787269501157",NA,NA
"343","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-15T01:55:57+0000","At least they could do something catchy with the name. Add the <U+2600><U+FE0F> and <f0><U+009F><U+008C><U+009A> at each end with the <f0><U+009F><U+008C><U+008F> over the ""I"" or something.....","2304203582992859_2309342209145663",NA,NA
"344","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-14T10:40:19+0000","Well this is disappointing....  it’s 0630 in the morning and I have now already seen the stupidest thing I am going to see all day.. this is a real letdown....","2304203582992859_2307616079318276",NA,NA
"345","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-07-12T20:24:51+0000","I have a complibut there is no one to complain to. I like using one person for my banking go to person. I can’t even get to my money and they want return a call. All it would take is to have returned one of the several calls I have made and left messages.  I should have known something was up. There is incompetence this time. I have never had this problem in the 40 plus years doing business there.","2304203582992859_2360654187347798",NA,NA
"346","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-16T21:55:45+0000","147 years of banking tradition wiped out by a very poor decision. Very disappointing !!","2304203582992859_2313529705393580",NA,NA
"348","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-14T21:08:29+0000","Leave it at BB&T or SunTrust 
What a joke.","2304203582992859_2308902722522945",NA,NA
"349","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-14T16:13:05+0000","Got to find a new bank now, can’t stand that new name. It’s horrible.","2304203582992859_2308341302579087",NA,NA
"354","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-13T16:27:13+0000","LOSER NAME....I am GONE from BB&T.","2304203582992859_2305644389515445",NA,NA
"355","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-14T21:06:22+0000","Being an Atlanta Braves fan,  our park now Truist ball park. 
Even the radio broadcasters were laughing about how bad this sounds","2304203582992859_2308898755856675",NA,NA
"357","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-14T20:37:53+0000","Not good! Not looking forward to pronouncing that into the Siri","2304203582992859_2308851099194774",NA,NA
"358","2019-06-12T20:37:56+0000","Truist was created by listening to the expectations and aspirations of BB&T and SunTrust clients, teammates and associates. Truist is about our relentless pursuit to stand for better. #Truist Learn more: http://bit.ly/PremierFinancialInstitution","160995133980392_2304203582992859","160995133980392","BB&T","2019-06-13T20:18:44+0000","We all hate the nammmmmmeeeeeeeeeeeeeeeeeeeeeeeee.","2304203582992859_2306086509471233",NA,NA
